"Group"	"Iso1"	"Iso2"
1	5.13262633694869	3.68830334561776
1	5.02793441493619	4.86449461034164
1	6.04391926328813	7.31847730210947
1	5.11048427550939	5.40655547661102
1	4.75509402322839	3.77654146998912
1	5.35203913960105	5.61740809498466
1	4.96480273048372	3.85538051940607
1	5.48527800537731	5.42560562837938
1	5.31033966395756	4.9868611195894
1	4.92292052741618	3.40061299014714
1	4.995183204741	3.99452248197248
1	6.07974169279428	6.70397353405318
1	5.66766821323473	6.24610580419608
1	5.20578771274561	5.19286284807058
1	4.96473258897753	4.18373705538987
1	5.22410799257494	4.97440153267019
1	4.99216669902691	4.08374311071794
1	5.92578890462679	7.07755265158393
1	5.29923779029258	4.8139680734546
1	5.9547300837136	6.56634942588626
2	0.186432046730399	3.60685959028138
2	3.53581807979586	4.22507500653902
2	0.504743861026291	4.39117237213432
2	2.62416495564653	4.5456325838316
2	-0.0549026073170427	4.61414971547615
2	-1.11383401725775	3.91609041363475
2	0.780661622235606	5.91600399188583
2	2.23226818951600	5.00418894787593
2	2.46677834914294	5.25953906447615
2	3.08069531538996	2.41639097622714
2	-0.908995482349339	5.95988478062315
2	3.49539046715188	2.00893239427810
2	0.342270113016989	3.9976743895579
2	1.33547677602285	2.85203979481586
2	1.73684891949645	1.84364101056285
2	0.207525261784211	6.61501024731532
2	-1.15185147908755	4.20331950451133
2	0.600401650664593	4.21249641116589
2	1.25016216069751	3.95342817344997
2	0.120473277542823	5.05822492387324
3	-3.68851087770973	11.6951018211626
3	-2.906022383881	10.9390134152491
3	6.77827967004698	7.86549987271854
3	0.894642456732564	10.8832556513736
3	-1.66855831703065	9.21331011449477
3	-0.940666729607534	6.16372634213757
3	4.11066324599500	9.37716390892803
3	1.65719256077781	7.46257179721899
3	-0.0758125217424164	13.0971864245868
3	-1.38824501779211	7.46063299897945
3	-1.72759371348601	5.82506409917769
3	7.0456245142938	5.65588604071966
3	3.70508039155128	3.92223830508963
3	6.92699022266073	6.02266955250324
3	-0.398681454426394	3.06647987213134
3	-0.186033823721111	2.89358966632784
3	-2.22555290890761	11.2562605868871
3	0.116377111672385	8.88917947870668
3	2.2940628061555	9.28556018805954
3	4.96825915947545	-0.78231584221111
4	6.00688288951387	2.33795817230541
4	8.29404702099416	2.69252540254438
4	10.9019998851119	1.43206862950040
4	7.70596649130341	0.923796910317564
4	10.0504632033119	3.34814131789339
4	11.7859660150607	0.266933852980797
4	8.10867632932209	-0.311553644303147
4	11.5518211103579	7.9012436859148
4	11.2702374781373	-1.74532422025487
4	7.70662917062836	-1.29057158467924
4	7.20583020627004	3.58222634428868
4	12.3892023044346	6.00089017682746
4	9.38070036421688	4.15952312356455
4	11.7227880022998	3.36490824895938
4	7.60762732913888	2.23174486605211
4	13.1809256166524	1.78875467089086
4	6.29766699265486	-0.549545151082294
4	11.8361311885778	2.68445395191654
4	11.0451038390209	0.816048666322464
4	10.5297027099751	4.60335726882561
